NC_001422.1 Enterobacteria phage phiX174 sensu lato, complete genome
NC_024147.1 Mycobacterium phage ZoeJ, complete genome
NC_024148.1 Mycobacterium phage Phantastic, complete genome
NC_024212.1 Enterococcus phage VD13, complete genome
NC_024205.1 Bacillus phage Hoody T, complete genome
NC_024203.1 Lactococcus phage P092, complete genome
NC_024216.1 Bacillus phage CAM003, complete genome
NC_024215.1 Lactococcus phage P078, complete genome
NC_024209.1 Mycobacterium phage Hawkeye, complete genome
NC_024298.1 Sclerotinia sclerotiorum debilitation-associated RNA virus 2 isolate SX247, complete genome
NC_024303.1 Bovine herpesvirus 6 isolate Pennsylvania 47, complete genome
NC_024373.1 Luffa puckering and leaf distortion-associated betasatellite [India:Gurdaspur:Okra:2013], complete sequence
NC_024365.1 Pseudomonas phage phiPSA1, complete genome
NC_024355.1 Staphylococcus phage 6ec, complete genome
NC_024362.1 Pseudomonas phage phiPSA2, complete genome
NC_024356.1 Enterococcus phage IME-EFm1, complete genome
NC_024359.1 Listeria phage LP-048, complete genome
NC_024392.1 Listeria phage LP-114, complete genome
NC_024388.1 Leuconostoc phage phiLN34, complete genome
NC_024385.1 Leuconostoc phage phiLN12, complete genome
NC_024376.1 Sierra Nevada virus, complete genome
NC_024443.1 Roundleaf bat hepatitis B virus isolate RBHBV/GB09-256/Hip_rub/GAB/2009, complete genome
NC_024449.1 Cherry twisted leaf associated virus isolate CTLV_8431, complete genome
NC_024454.1 Turkey parvovirus 1078, complete genome
NC_003565.1 Faba bean necrotic yellows C7 alphasatellite C7-Eg gene, isolate Egyptian EV1-93
NC_024474.1 Pigeon adenovirus 1 complete genome, strain IDA4
NC_024476.1 Blueberry mosaic associated virus segment RNA2, complete sequence
NC_024481.1 McMurdo Ice Shelf pond-associated circular DNA virus-5 isolate alg49-117, complete genome
NC_024477.1 McMurdo Ice Shelf pond-associated circular DNA virus-1 isolate alg49-15, complete genome
NC_024488.1 Drosophila immigrans Nora virus, complete genome
NC_024492.1 Senegalese sole Iberian betanodavirus isolate SpSsIAusc16003 RNA-dependent RNA polymerase gene, complete cds
NC_024493.1 Senegalese sole Iberian betanodavirus isolate SpSsIAusc16003 coat protein gene, complete cds
NC_024501.1 Gentian ovary ring-spot virus genomic RNA, segment 1, complete sequence, isolate: S
NC_024502.1 Gentian ovary ring-spot virus genomic RNA, segment 2, complete sequence, isolate: S
NC_024687.1 Rose leaf curl virus isolate AS24, complete genome
NC_024689.1 HCBI8.215 virus complete sequence
NC_024693.1 Sweet potato leaf curl Guangxi virus isolate China:Guangxi5:2011, complete genome
NC_024701.1 Feline astrovirus D1 isolate FAstV-D1, complete genome
NC_024704.1 Cladosporium cladosporioides virus 1 putative RNA-dependent RNA polymerase gene, complete cds
NC_024705.1 Cladosporium cladosporioides virus 1 segment RNA2 hypothetical protein gene, complete cds
NC_024706.1 Cladosporium cladosporioides virus 1 segment RNA3 hypothetical protein gene, complete cds
NC_024707.1 Cladosporium cladosporioides virus 1 segment RNA4 hypothetical protein gene, complete cds
NC_024708.1 Cladosporium cladosporioides virus 1 segment RNA5 hypothetical protein gene, complete cds
NC_024710.1 Ageratum conyzoides symtomless alphasatellite complete sequence, isolate Okra, clone Neo 23
NC_024769.1 Chicken picornavirus 5 isolate 27C, complete genome
NC_024771.1 Equid herpesvirus 3 strain AR/2007/C3A, complete genome
NC_024773.1 Porcine stool-associated circular virus 7 isolate EP2-A, complete genome
NC_024784.1 Escherichia phage bV_EcoS_AHS24, complete genome
NC_024792.1 Bacillus phage Bobb, complete genome
NC_024793.1 Escherichia phage bV_EcoS_AHP42, complete genome
NC_024791.1 Vibrio phage ICP2_2013_A_Haiti, complete genome
NC_024808.1 Ethiopian tobacco bushy top virus isolate 18-2, complete genome
NC_024887.1 Middelburg virus isolate ArB-8422, complete genome
NC_024890.1 Seal anellovirus 3, complete genome
NC_024908.1 Torque teno Tadarida brasiliensis virus, complete genome
NC_024217.1 Nitrincola phage 1M3-16, complete genome
NC_024304.1 Solanum mosaic Bolivia virus segment DNA-A, complete sequence
NC_024296.1 Canary bornavirus 3, complete sequence
NC_024306.1 Fruit bat alphaherpesvirus 1 DNA, complete genome
NC_024361.1 Streptococcus phage DCC1738, complete sequence
NC_024357.1 Streptococcus phage K13, complete sequence
NC_024375.1 Listeria phage LP-026, complete genome
NC_024368.1 Mycobacterium phage Pinto, complete genome
NC_024371.1 Mycobacterium phage Damien, complete genome
NC_024377.1 Simian pegivirus isolate SPgVkrc_RC08 polyprotein precursor, gene, complete cds
NC_024384.1 Listeria phage LP-030-3, complete genome
NC_024378.1 Leuconostoc phage phiLNTR3, complete genome
NC_024389.1 Leuconostoc phage phiLNTR2, complete genome
NC_024386.1 Leuconostoc phage phiLN25, complete genome
NC_024447.1 Pigeonpox virus isolate FeP2, complete genome
NC_024450.1 Falconid herpesvirus 1 strain S-18, complete genome
NC_024452.1 Chicken parvovirus ABU-P1, complete genome
NC_003558.1 Faba bean necrotic yellows C11 alphasatellite C1-Eg gene
NC_024471.1 Yellow oat-grass mosaic virus isolate YOgMV-Sb, complete genome
NC_024484.1 McMurdo Ice Shelf pond-associated circular DNA virus-8 isolate alg49-57, complete genome
NC_024480.1 McMurdo Ice Shelf pond-associated circular DNA virus-4 isolate alg49-63, complete genome
NC_024485.1 Rosellinia necatrix fusarivirus 1 genomic RNA, complete genome, strain: NW10
NC_024487.1 Drosophila subobscura Nora virus, complete genome
NC_024495.1 Heartland virus isolate Patient1 segment L, complete sequence
NC_024494.1 Heartland virus isolate Patient1 segment M, complete sequence
NC_024496.1 Heartland virus isolate Patient1 segment S, complete sequence
NC_024498.1 Bovine astrovirus CH13, complete genome
NC_024685.1 Phomopsis longicolla hypovirus isolate ME711, complete genome
NC_024686.1 Prunus virus T isolate Aze239, complete genome
NC_024697.1 Aureococcus anophagefferens virus isolate BtV-01, complete genome
NC_024696.1 Elephant endotheliotropic herpesvirus 5 strain Vijay, complete genome
NC_024692.1 Penaeus monodon nudivirus, complete genome
NC_024768.1 Chicken picornavirus 4 isolate 5C, complete genome
NC_024777.1 Small begomovirus-associated satellite isolate Sa19-S1, complete sequence
NC_024776.1 Porcine stool-associated circular virus 6 isolate XP1, complete genome
NC_024782.1 Pseudomonas phage MP48, complete genome
NC_024783.1 Enterobacteria phage EK99P-1, complete genome
NC_024786.1 Escherichia phage vB_EcoP_PhAPEC5, complete genome
NC_024805.1 Ilomantsi virus isolate M0724 polyprotein gene, complete cds
NC_024810.1 Coccinia mosaic Tamil Nadu virus isolate TN TDV Coc 1 segment DNA A, complete sequence
NC_024809.1 Coccinia mosaic Tamil Nadu virus isolate TN TDV Coc 1 segment DNA B, complete sequence
NC_024889.1 Equine hepacivirus JPN3/JAPAN/2013 gene for polyprotein, complete cds
NC_024907.1 Ancient caribou feces associated virus, complete genome
NC_024076.1 Cat Que Virus strain VN04-2108 polymerase gene, complete cds
NC_024074.1 Cat Que Virus strain VN04-2108 polyprotein gene, complete cds
NC_024075.1 Cat Que Virus strain VN04-2108 nucleoprotein gene, complete cds
NC_024116.1 Tomato leaf curl Barka virus isolate Tom-55, complete genome
NC_024118.1 New Jersey polyomavirus-2013 isolate NJ-PyV-2013, complete genome
NC_024122.1 Salmonella phage vB_SalM_SJ3, complete genome
NC_024144.1 Clostridium phage CDMH1 complete genome
NC_024142.2 Enterobacteria phage Bp4, complete genome
NC_024141.1 Mycobacterium phage Kampy, complete genome
NC_024145.1 Mycobacterium phage Hosp, complete genome
NC_024151.1 Beauveria bassiana victorivirus NZL/1980 isolate 6887, complete genome
NC_024213.1 Bacillus phage Hakuna, complete genome
NC_024207.1 Bacillus phage Evoli, complete genome
NC_024208.1 Lactococcus phage P118, complete genome
NC_024297.1 Bovine astrovirus strain BAstV-GX7/CHN/2014, complete genome
NC_024300.1 Fulmarus glacialis papillomavirus 1, complete genome
NC_024330.1 Pseudomonas phage JD024, complete genome
NC_024370.1 Streptococcus phage IC1, complete sequence
NC_024374.1 Chilli leaf curl alphasatellite clone VIRO 395, complete sequence
NC_024363.1 Mycobacterium phage Manad, complete genome
NC_024369.2 Vibrio phage X29, complete genome
NC_024367.1 Dinoroseobacter phage DFL12phi1, complete genome
NC_024381.1 Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome
NC_024380.1 Leuconostoc phage phiLN6B, complete genome
NC_024387.1 Listeria phage LP-101, complete genome
NC_024379.1 Escherichia phage PE3-1, complete genome
NC_024444.1 Horseshoe bat hepatitis B virus isolate HBHBV/GB09-403/Rhi_alc/GAB/2009, complete genome
NC_024446.1 Penguinpox virus isolate PSan92, complete genome
NC_024451.1 Armadillidium vulgare iridescent virus complete genome
NC_024455.1 Yerba mate endornavirus strain INTA, complete genome
NC_024458.1 Pitaya virus X isolate P37, complete genome
NC_024472.1 Human astrovirus BF34, complete genome
NC_024483.1 McMurdo Ice Shelf pond-associated circular DNA virus-7 isolate alg49-129, complete genome
NC_024479.1 McMurdo Ice Shelf pond-associated circular DNA virus-3 isolate alg49-39, complete genome
NC_024489.1 Asterionellopsis glacialis RNA virus genomic RNA, complete genome, isolate: AglaRNAV
NC_024490.1 Mirabilis leaf curl India virus associated betasatellite complete sequence, isolate Pragpur
NC_024503.1 Umatilla virus isolate USA1969/01 segment 1, complete sequence
NC_024500.1 Umatilla virus isolate USA1969/01 segment 10, complete sequence
NC_024504.1 Umatilla virus isolate USA1969/01 segment 2, complete sequence
NC_024505.1 Umatilla virus isolate USA1969/01 segment 3, complete sequence
NC_024506.1 Umatilla virus isolate USA1969/01 segment 4, complete sequence
NC_024507.1 Umatilla virus isolate USA1969/01 segment 5, complete sequence
NC_024508.1 Umatilla virus isolate USA1969/01 segment 6, complete sequence
NC_024509.1 Umatilla virus isolate USA1969/01 segment 7, complete sequence
NC_024510.1 Umatilla virus isolate USA1969/01 segment 8, complete sequence
NC_024499.1 Umatilla virus isolate USA1969/01 segment 9, complete sequence
NC_024625.1 Peridroma alphabaculovirus isolate GR_167, complete genome
NC_024691.1 MSSI2.225 virus complete sequence
NC_024695.1 Rose leaf curl betasatellite isolate AS23, complete sequence
NC_024700.1 Feline cyclovirus, complete genome
NC_024702.1 Soybean cyst nematode midway virus N-protein, hypothetical proteins, glycoprotein, and putative RNA dependent RNA polymerase genes, complete cds
NC_024765.1 Chicken picornavirus 1 isolate 55C, complete genome
NC_024767.1 Chicken picornavirus 3 isolate 45C, complete genome
NC_024214.1 Lactococcus phage P162, complete genome
NC_024301.1 Pagoda yellow mosaic associated virus strain pymav-01, complete genome
NC_024299.2 Nienokoue virus isolate B51/CI/2004, complete genome
NC_024372.1 Sida yellow vein alphasatellite isolate India:Okra:Hsp:2013, complete sequence
NC_024364.1 Listeria phage List-36, complete genome
NC_024360.1 Listeria phage LMSP-25, complete genome
NC_024358.1 Anabaena phage A-4L, complete genome
NC_024354.1 Cronobacter phage CR8, complete genome
NC_024366.1 Mycobacterium phage OkiRoe, complete genome
NC_024391.1 Staphylococcus phage DW2, complete genome
NC_024383.1 Listeria phage LP-083-2, complete genome
NC_024382.1 Alcelaphine herpesvirus 2 isolate topi-AlHV-2, complete genome
NC_024390.1 Leuconostoc phage phiLN03, complete genome
NC_024445.1 Tent-making bat hepatitis B virus isolate TBHBV/Pan372/Uro_bil/PAN/2010, complete genome
NC_024453.2 Porcine bocavirus 1 pig/ZJD/China/2006, complete genome
NC_003567.1 Faba bean necrotic yellows C9 alphasatellite C9-Eg gene, isolate Egyptian EV1-93
NC_021707.2 Cyclovirus VN isolate hcf1, complete genome
NC_024473.1 Vesicular stomatitis New Jersey virus isolate NJ1184HDB, complete genome
NC_024482.1 McMurdo Ice Shelf pond-associated circular DNA virus-6 isolate alg49-69, complete genome
NC_024478.1 McMurdo Ice Shelf pond-associated circular DNA virus-2 isolate alg49-66, complete genome
NC_024486.1 Duck adenovirus 2 strain GR, complete genome
NC_024491.1 Mirabilis leaf curl India virus, complete sequence, isolate Pragpur
NC_024497.1 Lymantria dispar iflavirus 1 isolate Ames, complete genome
NC_024684.1 Lizard adenovirus 2 isolate 23-06, complete genome
NC_024690.1 HCBI9.212 virus complete sequence
NC_024694.1 Human circovirus VS6600022, complete genome
NC_024699.1 Penicillium roqueforti ssRNA mycovirus 1 strain PRG42-7 RNA-dependent RNA polymerase and ORF2 genes, complete cds
NC_024703.1 Alternaria longipes dsRNA virus 1 strain HN28, complete genome
NC_024709.1 Ball python nidovirus strain 07-53, complete genome
NC_024770.1 Chicken gallivirus 1 isolate 518C, complete genome
NC_024766.1 Chicken picornavirus 2 isolate 44C, complete genome
NC_024775.1 Porcine stool-associated circular virus 8 isolate GP2, complete genome
NC_024787.1 Listeria phage LMTA-148, complete genome
NC_024789.1 Escherichia phage bV_EcoS_AKS96, complete genome
NC_024790.1 Escherichia phage vB_EcoP_PhAPEC7, complete genome
NC_024807.1 Ethiopian tobacco bushy top virus satellite RNA isolate 18-2, complete sequence
NC_024888.1 Bufavirus-3 genes for NS1, putative VP1, hypothetical protein, VP2, complete cds, strain: BTN-63
NC_024891.1 Seal anellovirus 2, complete genome
NC_024906.1 Rose leaf rosette-associated virus isolate RLRaV-CWR.1, complete genome
NC_013225.1 Mammalian orthoreovirus 3 segment L1, complete genome
NC_013226.1 Mammalian orthoreovirus 3 segment L2, complete genome
NC_013229.1 Mammalian orthoreovirus 3 segment L3, complete genome
NC_013227.1 Mammalian orthoreovirus 3 segment M1, complete genome
NC_013231.1 Mammalian orthoreovirus 3 segment S1, complete genome
NC_013233.1 Mammalian orthoreovirus 3 segment S3, complete genome
NC_013228.1 Mammalian orthoreovirus 3 segment M2, complete genome
NC_013230.1 Mammalian orthoreovirus 3 segment M3, complete genome
NC_013232.1 Mammalian orthoreovirus 3 segment S2, complete genome
NC_013234.1 Mammalian orthoreovirus 3 segment S4, complete genome
NC_025113.1 Southwest baboon virus 1 isolate SWBV_16986_11/4/2013, complete genome
NC_025115.1 Ralstonia phage RSY1 DNA, complete genome
NC_025213.1 Halovirus VNH-1 genomic sequence
NC_025215.1 Gyrovirus GyV7-SF, complete genome
NC_025214.1 Botryosphaeria dothidea victorivirus 1 isolate GY25, complete genome
NC_025251.1 Bokeloh bat lyssavirus isolate 21961, complete genome
NC_025254.1 Carrot thin leaf virus isolate CTLV-Cs, complete genome
NC_025343.1 Sosuga virus isolate 2012, complete genome
NC_025353.1 Vesicular stomatitis Alagoas virus Indiana 3, complete genome
NC_025377.1 West Caucasian bat virus, complete genome
NC_025367.1 Ustilaginoidea virens RNA virus M isolate GX-1, complete genome
NC_025376.1 Grass carp rhabdovirus V76, complete genome
NC_025351.1 Cedar virus isolate CG1a, complete genome
NC_025380.1 Gorilla gorilla gorilla polyomavirus 1 isolate 5766, complete genome
NC_025349.2 Avian paramyxovirus penguin/Falkland Islands/324/2007, complete genome
NC_025361.1 Avian paramyxovirus 5 strain budgerigar/Kunitachi/74, complete genome
NC_025354.1 Curionopolis virus isolate BE AR 440009, complete genome
NC_025384.1 Culex tritaeniorhynchus rhabdovirus RNA, complete genome, strain: TY
NC_025411.1 Boiling Springs Lake RNA-DNA hybrid virus clone BSL_RDHV, complete genome
NC_025404.1 Achimota virus 2, complete genome
NC_025407.1 Avian paramyxovirus 11 isolate common_snipe/France/100212/2010, complete genome
NC_025397.1 Coastal Plains virus strain DPP53, complete genome
NC_025388.1 Asian prunus virus 1 isolate tatao5, complete genome
NC_025406.1 Dolphin rhabdovirus isolate pxV1 1992, complete genome
NC_025412.1 Melbournevirus isolate 1, complete genome
NC_025416.1 Staphylococcus phage MCE-2014, complete genome
NC_025417.1 Staphylococcus phage Team1, complete genome
NC_025415.1 Lactobacillus phage Ld25A, complete genome
NC_025452.1 Dickeya phage RC-2014, complete genome
NC_025454.1 Ralstonia phage RS603 DNA, complete genome
NC_025446.1 Escherichia phage ECML-4, complete genome
NC_025442.1 Salmonella phage Chi, complete genome
NC_025431.1 Mesorhizobium phagevB_MloP_Lo5R7ANS, complete genome
NC_025462.1 Acinetobacter phage vB_AbaM_Acibel004, complete genome
NC_025436.1 Shewanella sp. phage 1/4, complete genome
NC_025449.1 Escherichia phage ECML-134, complete genome
NC_025455.1 Synechococcus phage S-CBP2, complete genome
NC_025468.1 Carrot betaflexivirus 2 isolate CBV-2_S15 ORF1, ORF2, and ORF3 genes, complete cds
NC_025469.1 Carrot betaflexivirus 1 isolate CBV-1_S20 ORF1, ORF2, and ORF3 genes, complete cds
NC_025487.1 Fako virus strain CSW77 segment 1 nonstructural protein gene, complete cds
NC_025486.1 Fako virus strain CSW77 segment 2 RNA-dependent RNA polymerase gene, complete cds
NC_025493.1 Fako virus strain CSW77 segment 3 major capsid protein gene, complete cds
